"SDSUPPORT","MSG_INIT_SDCARD","MSG_ENDSTOP_ABORT","MSG_VOLUMETRIC","MARLIN_H","MSG_RESTORE_FAILSAFE","MSG_FILAMENTCHANGE","LCD_USE_I2C_BUZZER","MSG_VZ_JERK","MSG_CONTROL_RETRACT_ZLIFT","MSG_PREHEAT_ABS_ALL","DIGIPOT_I2C","X_ENABLE_PIN>-1","SDCARDDETECT>-1","MSG_PREHEAT_PLA_N","MBHEPHESTOS","ULTIPANEL","MSG_SD_REMOVED","MSG_MAIN","MSG_RESUMING","TEMP_SENSOR_BED","REPRAPWORLD_KEYPAD","ENDSTOPPULLUPS","MSG_CARD_MENU","MSG_XSTEPS","MSG_SD_INSERTED","PREVENT_DANGEROUS_EXTRUDE","ENABLE_AUTO_BED_LEVELING","DELTA","CRITICAL_SECTION_START","ENCODER_PULSES_PER_STEP","MSG_STOPPED","MSG_KILLED","RA_CONTROL_PANEL","MSG_PREHEAT_ABS_N","LANGUAGE_EN_H","MSG_NOZZLE","MSG_AMAX","MAKRPANEL","analogInputToDigitalPin","LCD_I2C_PANELOLU2","MSG_RETRACT","MSG_MOVE_10MM","MBULTIMAIN_2","MSG_AUTOSTART","MSG_CONTROL_RETRACT_RECOVER_SWAP","MSG_ACC","MSG_BED","AUTOTEMP","MSG_REFRESH","MSG_PREHEAT_PLA_ALL","MSG_E","MSG_CONTROL_RETRACT_RECOVER","Y_ENABLE_PIN>-1","MSG_SPEED","MSG_STORE_EPROM","ABORT_ON_ENDSTOP_HIT_FEATURE_ENABLED","FWRETRACT","Z_SAFE_HOMING","Z_ENABLE_PIN","MSG_Y","MSG_X","REPRAP_DISCOUNT_SMART_CONTROLLER","MSG_PREHEAT_ABS","MSG_Z","MSG_MIN","MSG_VMAX","MSG_ZPROBE_ZOFFSET","MSG_AUTORETRACT","MSG_FLOW","BARICUDA","ULTRA_LCD","MSG_RESUME_PRINT","DELTA_CALIBRATION_MENU","AUTO_BED_LEVELING_GRID","MSG_DWELL","X_ENABLE_PIN","MSG_NO_MOVE","MBWITBOX","WELCOME_MSG","MBK8200","PID_PARAMS_PER_EXTRUDER","MSG_ZPROBE_OUT","FILAMENT_SENSOR","MSG_DISABLE_STEPPERS","MSG_CONTROL_RETRACT_RECOVERF","DUAL_X_CARRIAGE","SAV_3DLCD","MSG_PREHEAT_ABS_SETTINGS","miniVIKI","MSG_FILAMENT_SIZE_EXTRUDER_0","MSG_FILAMENT_SIZE_EXTRUDER_1","MSG_FILAMENT_SIZE_EXTRUDER_2","MSG_FILAMENT_SIZE_EXTRUDER_3","MSG_MOVE_E","Z_ENABLE_PIN>-1","CARDREADER_H","MSG_VOLUMETRIC_ENABLED","FAN_SOFT_PWM","BTENABLED","MB5DPRINT","MSG_FAN_SPEED","MSG_COOLDOWN","MSG_ZSTEPS","MSG_PID_I","MSG_PID_D","E0_ENABLE_PIN>-1","MSG_PID_C","ULTIMAKERCONTROLLER","MSG_PID_P","MSG_PRINT_ABORTED","LCD_I2C_VIKI","MSG_CONTRAST","MSG_MOVE_Y","MSG_DELTA_CALIBRATE_CENTER","MSG_MOVE_X","MSG_MOVE_Z","MOTHERBOARD","E2_ENABLE_PIN","MSG_STOP_PRINT","MSG_ESTEPS","MBULTIMAKER_OLD","MBSAV_MKI","planner_h","MSG_WATCH","Y_DUAL_STEPPER_DRIVERS","REPRAP_DISCOUNT_FULL_GRAPHIC_SMART_CONTROLLER","Y_ENABLE_PIN","MSG_CNG_SDCARD","MSG_YSTEPS","MSG_PREHEAT_PLA","Z_DUAL_STEPPER_DRIVERS","MSG_CONTROL_RETRACT_SWAP","FILAMENT_LCD_DISPLAY","ADVANCE","MSG_VTRAV_MIN","MSG_SET_ORIGIN","FAST_PWM_FAN","MBRUMBA","MSG_MOTION","LANGUAGE_H","CUSTOM_MENDEL_NAME","MSG_DELTA_CALIBRATE_X","E1_ENABLE_PIN","SHOW_TEMP_ADC_VALUES","temperature_h","MSG_DELTA_CALIBRATE_Z","MSG_DELTA_CALIBRATE_Y","LANGUAGE_INCLUDE","SCARA","MSG_POSITION_UNKNOWN","THERMAL_RUNAWAY_PROTECTION_PERIOD","EXTRUDERS>1","EXTRUDERS>3","EXTRUDERS>2","E3_ENABLE_PIN","MSG_VXY_JERK","MSG_ON","MSG_A_RETRACT","SdFile_h","stepper_h","CONTROLLERFAN_PIN","BABYSTEPPING","G3D_PANEL","ARDUINO>=100","MSG_NO_CARD","MSG_BABYSTEP_X","MSG_SWITCH_PS_OFF","MSG_EXTRUDE","MSG_BABYSTEP_Z","MSG_OFF","MSG_BABYSTEP_Y","MSG_LOAD_EPROM","DISPLAY_CHARSET_HD44780_WESTERN","MSG_MAX","=0","DOGLCD","MSG_MOVE_01MM","MSG_MOVE_1MM","MSG_AUTO_HOME","AT90USB","THERMAL_RUNAWAY_PROTECTION_PERIOD>0","ULTRALCD_H","MACHINE_UUID","MBULTIMAKER","CONTROLLERFAN_PIN>-1","PIDTEMPBED","E1_ENABLE_PIN>-1","E0_ENABLE_PIN","ENCODER_STEPS_PER_MENU_ITEM","MSG_PAUSE_PRINT","MSG_FACTOR","MB3DRAG","NEWPANEL","MSG_MOVE_AXIS","MSG_DELTA_CALIBRATE","MSG_VMIN","MSG_PREHEAT_ABS_BEDONLY","MSG_CONTROL_RETRACTF","PIDTEMP","MSG_SWITCH_PS_ON","DISPLAY_CHARSET_HD44780_JAPAN","MSG_SET_HOME_OFFSETS","MSG_TEMPERATURE","E2_ENABLE_PIN>-1","CONFIGURATION_H","VIKI2","LCD_I2C_SAINSMART_YWROBOT","MSG_PREHEAT_PLA_SETTINGS","cbi","MSG_CONTROL_RETRACT","MSG_AUTOTEMP","MSG_VE_JERK","TEMP_SENSOR_1_AS_REDUNDANT","MSG_PREHEAT_PLA_BEDONLY","MSG_USERWAIT","CUSTOM_M_CODES","MSG_CONTROL","sbi","MSG_PREPARE","E3_ENABLE_PIN>-1","MSG_TUNE"
"true","true","true","true","false","false","false","false","true","true","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","true","true","false","false","true","true","false","false","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","true","true","false","false","true","true","true","true","true","true","false","false","false","true","true","false","true","false","false","true","false","false","false","false","true","true","false","false","true","true","true","true","false","true","true","false","false","false","false","true","true","false","false","false","true","false","false","true","false","true","true","true","false","true","true","false","false","false","true","true","true","false","false","false","true","false","false","true","true","true","true","false","false","true","true","true","false","true","true","false","false","false","false","true","true","false","false","true","false","true","true","false","true","false","true","true","true","true","true","false","false","false","true","true","true","false","false","false","false","true","false","true","false","false","true","false","false","false","false","true","true","true","true","true","false","true","false","false","true","false","false","false","true","true","true","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","true","true","true","false","false","true","false","true","false","true","true","true","false","false","true","true","false","false","true","true"
"false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","false","false","true","true","false","false","true","true","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","false","false","true","true","false","false","false","false","false","false","true","true","true","false","false","true","false","true","true","false","true","true","true","true","false","false","true","true","false","false","false","false","true","false","false","true","true","true","true","false","false","true","true","true","false","true","true","false","true","false","false","false","true","false","false","true","true","true","false","false","false","true","true","true","false","true","true","false","false","false","false","true","true","false","false","false","true","false","false","true","true","true","true","false","false","true","true","false","true","false","false","true","false","true","false","false","false","false","false","true","true","true","false","false","false","true","true","true","true","false","true","false","true","true","false","true","true","true","true","false","false","false","false","false","true","false","true","true","false","true","true","true","false","false","false","true","true","true","true","false","false","true","false","true","true","false","false","false","true","true","false","false","false","true","true","false","true","false","true","false","false","false","true","true","false","false","true","true","false","false"
"false","false","false","true","true","true","true","false","true","false","false","false","false","true","false","true","false","true","true","false","true","false","true","false","true","false","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","false","false","true","false","true","false","true","true","false","true","false","false","true","false","true","false","true","true","false","true","false","true","true","false","true","false","false","false","false","false","false","true","false","true","true","true","true","true","true","true","true","false","false","true","true","false","false","false","true","false","true","false","false","false","false","false","false","true","false","true","false","true","true","true","false","true","false","false","true","true","true","true","true","false","true","false","false","true","false","false","true","false","true","true","false","true","true","false","false","true","true","false","false","false","true","false","true","true","false","true","false","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","true","true","true","false","false","true","false","false","false","false","true","true","false","false","true","true","false","true","false","true","true","false","false","false","true","false","true","true","false","true","false","true","true","false","false","true","true","false","true","true","true","true","false","false","true","false","false","true","false","false","false","false","true","true","true","false","false","true","false","false","true","false","true","true","true"
"true","true","true","false","true","true","false","true","false","true","true","false","true","false","false","false","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","false","true","true","false","true","true","false","false","false","false","false","true","false","false","true","true","false","true","false","false","true","false","true","false","true","true","true","true","false","true","true","true","true","true","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","true","true","true","false","false","false","true","true","false","true","true","true","false","false","false","true","false","false","true","true","false","true","true","false","true","false","false","false","true","false","true","true","false","true","true","false","true","false","false","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","true","false","false","false","true","true","true","false","false","true","false","false","false","false","true","true","true","true","true","true","false","false","true","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","true","true","false","true","true","false","true","true","true","true","false","false","false","false","true","false","true","true","false","true","false","false","false"
"true","true","false","false","false","false","true","true","true","true","true","true","false","false","true","false","true","true","true","true","true","false","false","false","false","true","false","true","true","true","false","true","true","false","true","true","false","true","false","false","false","false","false","false","true","false","true","false","false","true","false","false","false","true","false","true","true","false","true","false","false","true","false","false","true","false","true","true","true","true","true","true","true","true","false","false","true","false","true","false","true","false","true","false","false","true","false","true","false","true","true","true","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false","false","true","false","true","true","false","true","false","true","true","true","false","false","true","false","true","true","false","true","false","false","true","false","true","false","true","false","false","true","false","true","true","true","false","true","true","true","false","false","false","false","false","true","false","false","true","true","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","true","true","true","true","false","false","true","false","true","true","false","true","false","true","true","false","true","false","false","false","true","true","false","true","false","false","false","true","true","true","true","false","false","true","false","false","false","true","true","true"
"false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","true","true","true","false","false","false","true","true","false","true","false","true","true","false","false","true","true","false","true","false","true","true","false","false","true","true","true","true","true","true","true","true","false","false","true","true","true","true","false","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","true","false","true","true","true","true","false","true","true","true","false","true","false","true","false","true","false","true","true","true","false","true","true","false","true","true","true","false","true","false","false","true","false","true","true","false","false","true","false","false","true","false","true","false","false","false","true","true","false","true","false","false","true","false","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","false","false","false","false","true","true","true","true","true","true","true","false","false","false","true","false","true","false","false","false","false","true","false","true","true","false","false","true","false","true","false","true","true","false","true","true","false","true","false","false","false","true","true","true","false","true","true","false","true","false","true","false","false","true","false","true","true","true","false","false","true","false","true","true","true","false","false","false","true","false","true","false","true","true","true","false","false","false"
"false","false","true","true","true","true","true","true","true","true","false","true","false","false","true","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","true","false","true","true","true","false","true","true","false","true","true","false","true","true","false","false","false","true","true","true","true","false","false","false","false","false","false","true","false","true","false","true","false","false","true","false","true","true","true","true","true","false","true","false","true","true","true","true","true","false","false","true","false","true","false","false","false","true","true","false","false","true","false","false","true","false","true","true","true","false","false","true","true","true","false","true","true","false","false","true","true","false","true","true","true","false","true","false","false","true","false","true","false","false","false","false","true","false","false","true","false","false","false","true","true","false","false","true","false","false","false","true","true","false","true","false","true","true","true","false","true","true","false","true","false","true","true","true","true","true","false","false","true","false","true","true","false","false","false","true","true","false","true","false","false","true","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","true","true","true","true","false","false","true","false","true","true","false","true","true","false","true"
"true","true","true","true","true","true","true","false","false","false","true","true","false","true","false","true","false","false","false","false","true","false","false","true","true","true","true","false","false","false","true","true","true","false","true","false","false","false","false","false","false","true","true","false","true","true","false","true","false","true","false","true","true","true","true","false","true","false","true","true","true","true","false","true","false","true","false","true","false","false","true","false","true","false","false","false","false","false","false","false","false","false","true","false","true","false","true","true","false","true","false","true","true","false","true","false","true","true","true","true","true","false","true","false","false","false","true","true","false","true","false","true","false","false","false","true","false","true","true","false","false","false","false","false","false","true","false","true","true","true","true","true","true","false","true","true","true","true","false","true","false","false","true","false","false","true","true","true","false","false","true","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","true","false","true","true","false","true","true","true","false","true","true","false","false","false","true","true","true","false","true","true","false","false","true","true","true","true","false","true","true","false","false","false","false","true","true","true","true","false","false","true","false","true","true","false"
"false","false","false","true","false","true","false","true","true","false","true","false","true","false","true","false","false","false","true","false","true","true","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","true","false","true","true","false","true","false","true","true","false","true","false","true","true","false","false","true","false","true","true","false","false","false","true","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","true","false","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","true","true","false","true","false","false","true","true","true","true","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","false","true","false","true","false","false","false","false","true","true","true","false","false","true","true","true","true","false","false","true","true","false","false","false","false","true","true","true","true","false","false","false","false","false","false","false","true","true","true","true","true","false","false","false","true","true","true","true","true","false","false","false","false","false","true","false","true","false","true","true","false","true","false","true","true","false","false","true","true","true","false","false","false","true","false","false","false"
"false","false","true","false","true","false","false","false","false","true","false","true","true","true","true","true","false","true","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","false","false","false","true","false","true","true","true","false","true","false","false","true","true","true","true","false","false","false","false","true","false","false","true","false","true","true","false","false","true","true","true","true","false","false","false","true","true","true","false","true","true","true","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","false","true","false","false","true","true","false","true","false","true","false","true","true","false","false","true","false","false","true","false","false","false","true","true","true","false","false","false","true","true","true","true","true","true","false","false","false","false","true","true","true","true","true","false","false","false","true","false","true","true","false","true","true","true","false","true","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","true","true","true","false","false","false","false","false","true","true","true","false","true","false","false","false","false","true","true","true","true","false","false","false","true","false","false","true","false","true","false","false","true","true","false","true","false","true","true","true","false","false","true","true"
"true","false","false","false","false","true","false","false","true","true","false","false","true","true","false","true","true","false","true","false","false","true","true","true","false","false","false","true","false","false","true","false","true","true","true","false","true","true","false","true","false","true","false","false","true","false","false","true","false","false","true","false","true","false","true","true","true","true","true","false","true","true","false","false","true","false","true","true","false","false","true","false","true","false","false","true","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","false","false","true","false","false","true","true","false","false","true","false","false","false","false","false","true","true","false","false","true","true","true","true","false","false","true","true","false","true","false","true","true","false","true","false","false","false","false","true","false","true","false","false","false","false","true","false","true","true","false","true","true","true","false","false","false","true","false","true","false","false","true","false","false","true","true","true","true","true","false","true","true","true","true","false","false","true","true","true","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","true","false","true","true","false","true","true","false","true","true","false","true","true","false","true","true","false","false","true","true","true","true","true","true","false","false","true","false","false","true","false","false","true","false","false","false"
"true","true","true","true","false","false","false","false","true","false","true","true","true","true","false","false","false","true","false","false","false","true","true","true","true","false","false","false","true","true","false","true","false","false","true","true","false","false","true","true","true","false","true","true","false","false","true","true","true","false","true","false","false","true","true","true","false","true","false","false","true","false","false","false","false","false","true","true","true","true","false","true","false","false","true","false","true","false","false","true","false","false","true","false","false","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","true","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true","false","true","true","true","true","false","false","false","true","true","false","true","true","true","true","false","false","true","true","true","true","false","true","false","false","true","true","true","true","false","false","false","false","true","false","false","false","true","false","true","true","false","false","false","false","true","false","false","true","true","true","true","false","true","true","true","true","true","true","false","false","true","false","false","false","false","false","true","true","false","true","false","false","true","false","false","true","true","false","false","false","false","false","false","true","true","false","false","true","false","true","true","false","true","true","true"
"false","false","false","false","true","false","true","false","true","false","true","false","false","true","true","true","true","false","false","true","false","true","false","false","false","true","false","false","true","true","true","true","true","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","true","false","false","true","false","true","false","true","false","false","true","false","true","true","true","false","false","false","true","false","true","false","false","true","false","false","true","true","false","true","true","false","false","false","true","true","true","true","false","true","true","false","true","true","false","true","false","true","true","false","true","true","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","false","false","true","true","false","false","true","false","false","true","true","true","true","true","false","true","false","false","false","true","false","true","true","false","true","false","false","true","false","true","false","false","true","false","true","true","true","false","false","true","true","true","false","false","false","true","true","false","false","false","true","false","false","true","true","false","false","true","true","false","false","true","false","true","true","true","false","true","true","true","true","false","false","false","true","false","true","false","true","true","true","true","false","true","false","false","true","false","false","false","false","true","true","false","true","false","false","true","false","false","true","true","true","false","false","false","false"
"true","true","true","true","false","false","true","true","false","false","false","false","false","false","true","true","false","false","true","true","true","true","true","true","true","false","false","false","true","true","true","false","false","true","true","true","true","true","false","false","true","false","false","false","true","true","true","false","false","false","false","true","true","false","false","false","false","true","false","true","false","true","true","true","true","true","false","false","false","true","true","true","true","false","false","false","true","false","true","true","true","true","true","false","true","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","false","true","true","true","true","false","false","false","true","true","false","false","true","true","true","false","false","false","false","true","true","true","false","false","false","false","true","false","false","false","true","true","false","false","false","true","true","true","false","true","false","true","false","false","false","true","true","false","false","false","true","false","true","true","false","false","false","false","true","false","false","false","true","true","true","false","true","true","false","false","true","true","true","true","false","true","true","true","true","false","false","false","false","false","false","true","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","false","true","true","true","true","false","false","true","false","true","true","false","true","true","false","false","false","true","true","true","true"
"false","true","false","true","true","true","true","true","false","true","false","false","true","true","true","false","true","true","false","false","true","true","false","false","true","false","true","false","false","false","false","true","false","true","false","true","false","true","true","false","false","false","true","false","true","true","true","true","true","false","true","false","true","false","true","true","false","false","true","true","true","false","true","true","true","false","false","true","true","false","true","false","false","true","false","false","true","true","true","false","true","true","false","false","false","true","false","true","false","false","false","false","false","true","true","true","false","false","false","true","true","false","false","true","true","true","true","true","true","true","false","false","false","false","true","true","true","false","true","false","true","false","false","true","false","true","false","true","false","true","false","false","true","true","false","false","false","false","false","false","true","true","true","false","true","true","true","true","true","true","true","true","false","true","true","true","false","true","false","false","false","false","false","true","false","false","false","false","true","false","true","true","true","true","false","false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false","false","true","true","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","true","true","false","false","false","false","false","false","false","false","false","true","true"
"true","false","false","false","false","true","true","false","false","true","false","true","false","false","false","false","true","true","true","false","true","true","true","false","true","true","true","false","true","false","false","false","true","false","false","true","false","false","false","true","true","true","false","true","false","true","true","false","true","true","true","true","true","true","false","true","false","false","false","false","true","false","true","true","false","false","true","false","false","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","true","false","true","true","true","true","true","true","true","false","true","true","false","true","false","false","true","true","true","false","false","false","false","false","false","false","true","true","false","true","false","true","true","true","true","true","true","false","true","true","true","false","true","false","true","false","false","false","false","true","true","true","false","false","false","false","true","false","false","true","false","false","true","true","true","false","false","false","true","true","false","true","true","true","false","false","true","true","true","false","true","false","true","true","false","true","false","true","false","true","true","true","false","true","true","false","true","true","true","false","true","false","false","true","false","true","false","false","false","false","true","true","false","true","true","true","true","false","true","false","true","false","false","false","true","false","false","true","true","true","true","false","false","true","false","false","false","false"
"false","true","true","true","true","true","false","true","true","false","false","true","true","false","false","true","false","true","true","false","false","false","true","false","false","true","true","true","true","false","true","false","false","true","true","true","false","true","true","true","false","false","true","false","true","false","false","false","false","true","false","true","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","false","true","true","false","false","true","true","true","true","true","true","true","true","false","false","false","false","true","false","true","false","true","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","true","true","false","true","false","true","true","true","false","false","true","false","true","false","true","true","false","false","false","false","true","true","true","true","false","true","false","true","true","true","false","false","true","false","true","true","true","true","false","false","true","false","false","false","true","false","false","true","false","false","true","false","false","false","true","true","false","true","true","true","true","true","true","false","false","true","true","false","false","false","false","true","false","true","false","false","true","false","false","true","true","true","true","true","true","false","true","true","true","true","false","true","false","false","false","false","true","true","true","false","false","true","true","true","true","false","false","false","false","false","true","true","true","true","true","true","false","true"
"true","false","false","false","false","true","false","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","true","false","true","true","false","true","false","true","false","true","true","false","false","false","false","false","true","false","false","true","false","false","false","true","false","true","true","false","true","false","true","false","true","false","false","true","false","true","true","true","false","true","true","false","true","true","false","true","true","true","true","true","true","false","true","false","true","false","false","true","true","true","false","true","false","false","true","true","true","true","true","false","true","false","true","false","true","true","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","true","false","false","true","true","true","false","true","false","false","true","false","true","true","true","false","true","false","false","true","true","false","false","false","true","true","false","false","false","false","false","true","true","false","true","false","false","false","true","true","true","true","true","false","false","true","true","true","true","false","true","false","false","false","true","false","true","false","false","true","false","true","false","false","true","true","false","false","false","true","true","false","true","true","false","false","false","false","false","false","true","true","false","false","false","true","true","true","false","false","false","true","true","true","true","true","false","true","true","false","true","true","true","false"
"true","true","true","false","true","true","true","false","false","true","false","true","false","false","true","false","true","false","false","true","true","false","false","true","true","true","false","true","false","true","true","false","true","false","true","false","true","true","true","true","true","true","false","false","false","false","false","true","false","true","true","true","false","false","false","true","false","true","false","false","false","false","false","false","true","true","false","true","false","false","true","false","false","true","false","true","true","false","false","true","false","false","true","false","false","true","true","false","true","false","false","true","false","true","false","false","true","true","true","false","true","false","true","true","false","false","false","false","true","true","true","true","true","false","true","false","false","true","false","false","false","false","true","true","true","true","true","true","false","false","false","true","true","false","true","true","false","false","true","false","true","false","true","false","true","true","false","true","true","false","true","false","true","true","true","false","false","false","true","false","false","true","false","false","false","true","false","true","false","true","true","false","true","true","false","true","true","false","false","true","true","true","true","true","false","false","true","false","true","true","false","true","true","false","true","false","true","false","true","true","true","false","true","true","false","true","false","true","true","true","false","false","true","false","true","true","true","true","true","true","false","true"
"false","true","false","false","true","false","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","false","true","true","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","true","false","true","true","true","false","false","true","true","true","false","false","true","true","true","true","false","true","true","false","false","true","false","true","true","false","true","true","false","false","false","true","false","false","false","false","false","false","true","true","false","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","false","true","false","true","true","true","true","true","false","true","true","true","false","false","false","false","false","true","false","false","true","false","false","true","true","false","false","true","false","false","true","false","true","false","true","false","true","true","true","true","false","true","true","true","true","true","false","true","false","true","false","false","true","true","true","false","true","false","false","false","true","true","false","true","false","false","true","false","false","true","false","true","true","false","false","true","true","false","true","false","true","false","true","false","false","true","false","false","true","true","false","false","false","true","true","true","false","true","false","true","true","false","false","false","false","false","true","false","true","true","true","false","false","false","true","true","false","true","false","false","true","false","true","false","true","false"
"false","true","false","true","true","false","true","true","true","true","true","false","false","false","true","true","true","true","false","true","false","true","false","true","false","true","false","true","false","false","false","false","true","true","true","false","true","true","true","false","true","false","true","true","true","true","true","false","true","true","true","false","true","false","true","false","false","true","false","true","false","true","false","true","false","true","false","true","false","false","false","true","true","false","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","true","false","true","true","true","true","false","true","true","true","true","true","true","false","true","false","false","false","false","false","true","true","true","false","false","false","true","false","true","true","true","false","false","true","false","true","true","true","true","false","false","false","true","false","true","false","false","false","true","true","true","false","false","true","false","true","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false","false","true","true","true","true","true","false","true","true","true","true","true","false","false","false","true","false","false","true","false","true","false","true","false","false","true","false","false","false","false","false","true","true","false","true","true","true","false","false","false","true","true","true"
"true","false","true","false","true","false","true","false","false","true","false","false","true","true","false","false","true","false","true","false","false","false","false","false","true","false","false","true","true","true","false","true","false","false","false","true","false","true","false","true","false","false","false","false","true","true","false","false","false","false","false","true","false","true","true","true","true","true","true","true","false","true","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","true","false","true","true","true","true","false","true","false","false","true","false","false","true","true","true","true","true","true","false","false","true","false","true","true","false","true","false","false","true","false","false","false","true","false","false","true","true","false","true","false","true","true","true","false","true","false","false","true","false","true","false","true","false","false","false","false","true","false","false","true","false","false","false","true","false","false","true","true","true","false","false","true","false","false","true","false","false","true","true","true","true","true","false","false","false","false","false","true","true","true","true","true","false","true","true","false","true","true","true","false","true","false","true","true","true","false","false","false","true","true","true","false","false","true","false","true","true","true","true","false","true","false","false","true","true","false","true","true","false","true","true","false","true","true","false","false","false","true","false","true","false","true"
"false","true","true","true","false","true","false","true","true","true","false","true","false","true","true","false","false","true","true","false","true","false","true","false","false","false","true","false","true","false","true","true","true","false","true","false","true","false","true","false","false","true","true","true","true","true","false","false","true","false","true","false","false","false","false","true","true","false","false","true","false","true","false","false","true","true","false","true","false","false","true","true","false","true","false","false","true","true","true","false","true","true","false","true","true","true","false","false","true","true","false","true","true","true","false","true","false","true","false","false","false","true","false","false","true","false","true","false","true","false","false","true","true","true","false","true","false","true","false","true","false","true","true","false","true","false","false","false","true","false","true","false","true","true","true","true","false","false","true","true","false","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","true","false","true","true","false","false","false","true","true","false","false","true","true","false","false","true","true","false","true","true","false","false","true","true","false","true","false","false","false","true","false","false","false","false","false","false","true","true","false","false","true","true","true","true","false","true","false","false","false","true","true","false","true","false","false","false","false","false","true","true","false","true","false","false","true","false"
"true","true","true","true","false","false","false","true","true","false","true","true","false","true","false","true","true","true","true","false","false","true","false","false","false","true","true","false","true","false","false","false","false","true","false","false","true","true","false","false","true","true","false","false","false","false","false","true","false","false","true","false","true","true","false","true","true","false","true","false","false","false","true","false","true","false","false","false","false","true","true","false","true","true","false","true","false","false","false","true","false","false","true","true","false","true","false","true","false","false","true","false","true","true","false","false","true","false","true","true","false","false","true","true","true","false","false","true","true","true","true","false","false","true","true","true","true","true","false","true","true","false","false","false","false","false","true","true","false","true","true","false","true","false","false","true","false","true","false","false","false","true","false","true","false","true","true","true","true","true","true","false","true","false","true","true","true","true","true","false","true","false","true","false","true","true","true","true","false","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false","true","true","false","true","false","false","false","false","true","false","false","true","true","false","true","false","true","true","false","true","true","false","true","true","false","false","false","true","true","false","false","false","true","false","false","false","false","false"
